Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site,Release_Date_Formatted,release years,Netflix release years,Netflix Release Years
Velvet Goldmine,"Drama, Music","Independent Dramas,Dramas,20th Century Period Pieces,Romantic Dramas,Independent Films,Romantic Independent Films,Showbiz Dramas,Gay & Lesbian Films,Romantic Gay & Lesbian Films,Gay & Lesbian Dramas,Romantic Films","English, French",Movie,3.2,South Korea,> 2 hrs,Todd Haynes,"James Lyons, Todd Haynes","Christian Bale, Ewan McGregor, Toni Collette, Jonathan Rhys Meyers",R,7.0,58.0,65.0,4.0,12.0,1053788.0,1998-10-23,2015-04-14,"Single Cell Pictures, Zenith Productions, Miramax Films, Goldwyn Films, Newmarket Capital Group, Killer Films",https://www.netflix.com/watch/5670345,https://www.imdb.com/title/tt0120879,"A decade after a British glam-rocker fakes his assassination and disappears, a tabloid journalist is dispatched to deconstruct the stars legend.",33857.0,http://art-0.nflximg.net/b6f26/4b84171da1965a81d386fefbd8e693e80aab6f26.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BZjVjZTM3NTktYjdkOS00ZjMyLTg3NzYtOWVmMzEyNDc5ZmIyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=mNx-hJ54L70,YouTube,10-23-1998,1998,2015,2015
Twice Born,"Drama, Romance, War","Independent Dramas,Dramas,Military Dramas,Romantic Dramas,Independent Films,Romantic Independent Films,International Dramas,Italian Films,International Movies,Dramas based on a book,Romantic Films","English, Italian, Bosnian",Movie,2.1,South Korea,> 2 hrs,Sergio Castellitto,"Margaret Mazzantini, Sergio Castellitto","Adnan Haskovic, Saadet Aksoy, Penélope Cruz, Emile Hirsch",R,7.4,17.0,34.0,No Awards,7.0,18295.0,2013-12-06,2015-04-14,"Medusa Film, Telecinco Cinema",https://www.netflix.com/watch/70259261,https://www.imdb.com/title/tt1396226,"Sixteen years after leaving war-torn Bosnia, a woman returns with her son -- but the visit sparks memories that force her to confront painful truths.",15878.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYt3FcazR5Tk7TIOEwOscM2V2pA2guoM25i4KPZhyN10TzRqqnGDUtiwQ48sU76PRn3bn3s7pJfKjpVZw5RmXqkttg.jpg?r=9a6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNjUxMjk2NF5BMl5BanBnXkFtZTgwNDYzODE2MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=igih-qD76B0,YouTube,12-06-2013,2013,2015,2015
The Last Kiss,"Comedy, Drama, Romance","Dramas,Romantic Dramas,International Dramas,Italian Films,International Movies,Romantic Films",Italian,Movie,4.4,Italy,1-2 hour,Gabriele Muccino,Gabriele Muccino,"Claudio Santamaria, Giovanna Mezzogiorno, Stefania Sandrelli, Stefano Accorsi",R,6.9,73.0,65.0,16.0,14.0,1048950.0,2001-02-02,2015-04-14,"Trimark, Medusa Film, Fandango",https://www.netflix.com/watch/60031392,https://www.imdb.com/title/tt0265930,"As Carlo prepares for fatherhood, he grapples with settling down. And hes in good company: His close friends also are struggling with love and life.",8004.0,http://cdn2.nflximg.net/ipl/11681/524e5cfb70df68b1d083ba0bc20bd23ef5dc122a.jpg,http://ia.media-imdb.com/images/M/MV5BMTg1NjEyNjIzMV5BMl5BanBnXkFtZTcwNTE2MDY5MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=fCTZZ0gpnWU,YouTube,02-02-2001,2001,2015,2015
Code Unknown,Drama,Drama,"French, Romanian, Malinka, French Sign Language, English",Movie,3.7,France,< 30 minutes,Michael Haneke,Michael Haneke,"Juliette Binoche, Alexandre Hamidi, Thierry Neuvic, Josef Bierbichler",Not Rated,7.2,75.0,74.0,2.0,4.0,95242.0,2001-11-30,2015-04-14,Miramax,https://www.netflix.com/watch/60023992,https://www.imdb.com/title/tt0216625,"This drama interweaves the stories of an actress, her photojournalist boyfriend, a young teacher of African descent and a Romanian illegal immigrant.",12091.0,http://cdn0.nflximg.net/images/7520/3777520.jpg,http://ia.media-imdb.com/images/M/MV5BMTI5MzE1NTU0Ml5BMl5BanBnXkFtZTcwNjgxNzYyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=2Kvxzz4r8O8,YouTube,11-30-2001,2001,2015,2015
Universal Soldier: Day of Reckoning,"Action, Horror, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Military Action & Adventure,Action & Adventure",English,Movie,2.7,Australia,1-2 hour,John Hyams,"Jon Greenhalgh, Doug Magnuson, John Hyams, Moshe Diamant, Richard Rothstein, Christopher Leitch","Mariah Bonner, Scott Adkins, Dolph Lundgren, Jean-Claude Van Damme",R,5.0,56.0,58.0,No Awards,Not nominated,5460.0,2012-10-25,2015-04-14,"Foresight Unlimited, Baumgarten, Signature Pictures",https://www.netflix.com/watch/70229178,https://www.imdb.com/title/tt1659343,"As soldier John gets closer to Luc Deveraux and his genetically enhanced army, he begins to call into question everything he believed to be true.",19313.0,https://occ-0-2772-1007.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRGCh-p_hWzYq04buwda6LheqCmL98Y1gNTiXBVqj-oRvZQgp4gaEPQj8qXE364s2Ib7dG1hTZDEPeCNFONbQcRARWZwX8o.jpg?r=4a7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODMxMDY0MF5BMl5BanBnXkFtZTcwNDc3MTY0OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=owq910I6Mvw,YouTube,10-25-2012,2012,2015,2015
Titanic,"Drama, Romance","Dramas,20th Century Period Pieces,Romantic Dramas,Tearjerkers,Romantic Favourites,Adventures,Action & Adventure,Epics,Romantic Films,Social Issue Dramas,Period Pieces,US Movies,Award-winning Dramas","English, Swedish, Italian, French",Movie,4.0,No country info,> 2 hrs,James Cameron,James Cameron,"Leonardo DiCaprio, Kathy Bates, Kate Winslet, Billy Zane",PG-13,7.8,89.0,75.0,123.0,83.0,659363944.0,1997-12-19,2015-04-14,"20th Century Fox, Lightstorm Entertainment, Paramount Pictures",https://www.netflix.com/watch/1181461,https://www.imdb.com/title/tt0120338,This cinematic spectacle -- winner of 11 Oscars -- follows society girl Rose and penniless artist Jack as they fall in love just as tragedy strikes.,1048704.0,https://occ-0-64-325.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfaSMVNTWd1LLs4ioM05A8xKrdoBKMbo0uqQwUj8UvXIZ1X6bXXudBDLaFcL4J6rr-jVTiKS2Zgg4yGhWoyfbIlp-w.jpg?r=48c,https://images-na.ssl-images-amazon.com/images/M/MV5BMDdmZGU3NDQtY2E5My00ZTliLWIzOTUtMTY4ZGI1YjdiNjk3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,https://www.youtube.com/watch?v=CHekzSiZjrY,YouTube,12-19-1997,1997,2015,2015
Sabrina,"Comedy, Drama, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favorites,US Movies","English, French",Movie,3.1,"Hong Kong,Thailand,Singapore,Malaysia",> 2 hrs,Sydney Pollack,"Ernest Lehman, Samuel A. Taylor, Barbara Benedek, David Rayfiel, Billy Wilder","Greg Kinnear, Nancy Marchand, Harrison Ford, Julia Ormond",PG,6.3,65.0,56.0,2.0,6.0,53672080.0,1995-12-15,2015-04-14,"Paramount Pictures, Scott Rudin Productions, Mirage Enterprises",https://www.netflix.com/watch/60011733,https://www.imdb.com/title/tt0114319,"When a romance between his brother and the chauffeurs daughter threatens to blow a business deal, an industrialist clears his slate to break them up.",36994.0,http://art-0.nflximg.net/2af33/41faacffc44558d748379c24e36288d32b62af33.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3OTQ2NTk2ODNeQTJeQWpwZ15BbWU4MDQ3NTM4MDMx._V1_SX300.jpg,https://www.youtube.com/watch?v=twTksx_lWB4,YouTube,12-15-1995,1995,2015,2015
Stolen,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Films,Heist Films,Crime Action,Action Movies","English, Swedish",Movie,2.0,"Belgium,Switzerland,Netherlands,Germany,Sweden",1-2 hour,Simon West,David Guggenheim,"Nicolas Cage, Malin Akerman, Josh Lucas, Danny Huston",R,5.5,20.0,43.0,No Awards,Not nominated,304318.0,2012-09-06,2015-04-14,"Millennium Films, Saturn Films, Nu Image",https://www.netflix.com/watch/70257818,https://www.imdb.com/title/tt1656186,"A master thief is ready to leave his criminal past behind. But when his daughter is kidnapped, hes forced to pull off one last heist.",43384.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSBhbrGnnXojJd5S-31I1Q38bjxKonCBaRwVAaXgWz-HODN4q8dOQgLGuUJNkk0l6tdilXNs7dnWCTmrJOCeAEkPmw.jpg?r=42e,https://images-na.ssl-images-amazon.com/images/M/MV5BNzY0ODM1NzU0OV5BMl5BanBnXkFtZTcwNTExNjIyOA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=zJ2F5FPQqRU,YouTube,09-06-2012,2012,2015,2015
Total Recall,"Action, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Action & Adventure,Sci-Fi Thrillers,Films Based on Books,Blockbuster Action & Adventure,Futuristic Sci-Fi,Cyberpunk,Action",English,Movie,3.6,"Spain,Switzerland,United States,Turkey,Netherlands,Italy,South Africa,Portugal",1-2 hour,Paul Verhoeven,"Dan O'Bannon, Ronald Shusett, Gary Goldman, Jon Povill, Philip K. Dick","Sharon Stone, Ronny Cox, Arnold Schwarzenegger, Rachel Ticotin",R,7.5,82.0,57.0,7.0,16.0,119412921.0,1990-06-01,2015-04-14,"TriStar Pictures, Carolco Pictures Inc.",https://www.netflix.com/watch/1057618,https://www.imdb.com/title/tt0100802,Paul Verhoevens violent sci-fi adventure follows a construction worker who discovers a memory chip in his brain during a virtual-reality trip.,303466.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcd71yXD7CM0hL554PnuB_G9PuXGuuR9-iZUL91E7kladM2C-w5BCY4hVLAQ1Ctb27CG-99X_gw19A5TDrAdrNKCKw.jpg?r=61f,https://images-na.ssl-images-amazon.com/images/M/MV5BYzU1YmJjMGEtMjY4Yy00MTFlLWE3NTUtNzI3YjkwZTMxZjZmXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=2DwNb-ZGVjE,YouTube,06-01-1990,1990,2015,2015
Rudy,"Biography, Drama, Sport","Dramas,20th Century Period Pieces,Family Features,Football Films,Sports Dramas,Children & Family Films,Films for ages 8 to 10,Biographical Dramas,Tearjerkers,Films for ages 11 to 12,Dramas based on real life,Sports Films,Family Dramas,Films Based on Real Life,US Movies","English, Spanish",Movie,3.7,"Portugal,Switzerland,Lithuania,Iceland,Hungary,Canada,Czech Republic,Spain,Germany,Poland,Slovakia,Romania,Israel",1-2 hour,David Anspaugh,Angelo Pizzo,"Ned Beatty, Greta Lind, Jon Favreau, Sean Astin",PG,7.5,78.0,71.0,2.0,1.0,22881563.0,1993-10-22,2015-04-14,TriStar Pictures,https://www.netflix.com/watch/60002332,https://www.imdb.com/title/tt0108002,"Scrawny Rudy dreams of playing football at Notre Dame. Undaunted, Rudy works assisting the groundskeeper and joins the schools practice squad.",57093.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSExodxJnHzEo04Q-m3EhLLGraAQTFlTPunoHVbt95AST-yi-7wsqnHqHGt7ZSetqGaiRWy23-nwsDWBD2NxXdk8Nw.jpg?r=349,https://images-na.ssl-images-amazon.com/images/M/MV5BZGUzMDU1YmQtMzBkOS00MTNmLTg5ZDQtZjY5Njk4Njk2MmRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,https://www.youtube.com/watch?v=firK4y-3bKw,YouTube,10-22-1993,1993,2015,2015
Queen Margot,"Biography, Drama, History, Romance","Biography, Drama, History, Romance","French, Italian",Movie,3.9,South Korea,> 2 hrs,Patrice Chéreau,"Alexandre Dumas, Patrice Chéreau, Danièle Thompson","Daniel Auteuil, Isabelle Adjani, Jean-Hugues Anglade, Vincent Perez",R,7.4,82.0,82.0,10.0,17.0,1304237.0,1994-12-09,2015-04-14,Miramax,https://www.netflix.com/watch/60010806,https://www.imdb.com/title/tt0110963,"Arranged to marry a Protestant king to incite peace in 1500s France, Catholic Margot falls for another man, setting off a chain of tragic events.",16347.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABelEJSBZSuXBu3UGnh3ZsMbQQ2dHSOvb8PNleHEldLrxDTUSexI65dLrngEpIaIp6BvSA8ecNgoRDc_Zd5-GlNtgUw.jpg?r=3da,http://ia.media-imdb.com/images/M/MV5BNTc4NTdjODgtZmI1MS00MDI5LWFhZjYtMjAzNTVhYzk1ZjFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=HIBfX5D1Um4,YouTube,12-09-1994,1994,2015,2015
Passion,"Adventure, Drama, Mystery, Thriller","Thrillers,Steamy Thrillers,Crime Thrillers,Mysteries,Psychological Thrillers","English, German",Movie,2.3,Turkey,1-2 hour,Brian De Palma,"Brian De Palma, Natalie Carter, Alain Corneau","Karoline Herfurth, Noomi Rapace, Paul Anderson, Rachel McAdams",R,5.3,33.0,53.0,No Awards,3.0,92181.0,2013-08-30,2015-04-14,"Integral Film, SBS Productions, Canal+, France 2 Cinéma, Medienboard Berlin-Brandenburg",https://www.netflix.com/watch/70257722,https://www.imdb.com/title/tt1829012,"An ad exec takes credit for her assistants plum idea, an incident that prompts the shy assistant to undertake a campaign of revenge against her boss.",21815.0,https://occ-0-768-769.1.nflxso.net/art/8c302/3c72852cbcdb0476c8fd408b8bc19e258838c302.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwOTg4NjQ0MV5BMl5BanBnXkFtZTcwMTkzMDg2OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=-YhHeO1BuAI,YouTube,08-30-2013,2013,2015,2015
Paranormal Activity: The Marked Ones,"Horror, Mystery","Horror Films,Thrillers,Supernatural Horror Films,Teen Screams,Supernatural Thrillers,US Movies","English, Spanish",Movie,2.2,"Japan,France,India,Greece,Poland,Hungary,Turkey,Romania,Czech Republic",1-2 hour,Christopher Landon,"Christopher Landon, Oren Peli","Renee Victor, Gabrielle Walsh, Andrew Jacobs, Jorge Diaz",R,5.0,39.0,42.0,No Awards,3.0,32462372.0,2014-01-03,2015-04-14,"Blumhouse, Room 101 Inc., Solana Films",https://www.netflix.com/watch/70289969,https://www.imdb.com/title/tt2473682,This spinoff from the spooky Paranormal Activity series relates the terrifying ordeal of a Latino family assailed by a horde of demons.,39999.0,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRiaiaC1Vc1AfgMALqwZ6CXEk3v2Bndx9mhCf8kdXIMI9xUKhejPoAud0b0Zrw5E-I5g8C5kT10Hs2REejGKqu5NrQ.jpg?r=c4d,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDAxMjc0N15BMl5BanBnXkFtZTgwNDcyNDU3MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=J6DYsGTMkCU,YouTube,01-03-2014,2014,2015,2015
Open Water,"Adventure, Drama, Horror, Thriller","Thrillers,Independent Films,Independent Thrillers,Psychological Thrillers",English,Movie,3.2,"Israel,United Kingdom",1-2 hour,Chris Kentis,Chris Kentis,"Blanchard Ryan, Daniel Travis, Michael E. Williamson, Saul Stein",R,5.7,71.0,63.0,2.0,6.0,30610863.0,2004-08-20,2015-04-14,Plunge Pictures LLC,https://www.netflix.com/watch/70000099,https://www.imdb.com/title/tt0374102,A vacationing couple on a scuba diving expedition accidentally gets left behind and is stranded for endless hours in shark-infested waters.,51074.0,https://occ-0-299-1007.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRqBeAbctaOc0vKsUS70nau72nWgNCSjeu564TnQz2zsc_hV7qQckDOIZtwqTVzdq29mVFYmgM2wAtIKNdJjy6L1LR80aRY.jpg?r=9e9,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ5ODAyOTk3OF5BMl5BanBnXkFtZTcwNzQ1NjYyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Z9q1qJi1nMs,YouTube,08-20-2004,2004,2015,2015
Oculus,"Horror, Mystery","Horror Films,Thrillers,Supernatural Horror Films,Psychological Thrillers,Supernatural Thrillers,Psychological Horror Movies,Independent Movies",English,Movie,3.3,"Romania,Hungary,India,South Korea",1-2 hour,Mike Flanagan,"Jeff Howard, Jeff Seidman, Mike Flanagan","Brenton Thwaites, Katee Sackhoff, Rory Cochrane, Karen Gillan",R,6.5,74.0,61.0,3.0,17.0,27695246.0,2014-04-11,2015-04-14,Intrepid Pictures,https://www.netflix.com/watch/70293316,https://www.imdb.com/title/tt2388715,"Now young adults, sibs Tim and Kaylie are still trying to recover from -- and get to the bottom of -- their parents deaths more than a decade ago.",117814.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTUPnLeVAymqwnqxOWqRf8kNE9buf0bhtBKOLr5sMERBWLdDSwCiJ8BP2YqAVW8GwiLjs_slCfqmlFiMUhe1OvmvAg.jpg?r=e43,https://images-na.ssl-images-amazon.com/images/M/MV5BMzE1NzM4MjEyNV5BMl5BanBnXkFtZTgwMjYzMjMzMTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=gA1dCfn8PBA,YouTube,04-11-2014,2014,2015,2015
New World,"Action, Crime, Drama, Thriller","Gangster Films,Asian Action Films,International Movies,Action Thrillers,Korean Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure","Korean, Mandarin",Movie,3.3,South Korea,> 2 hrs,Hoon-jung Park,Hoon-jung Park,"Hwang Jung-min, Lee Jung-jae, Park Sung-Woong, Choi Min-sik",Not Rated,7.6,63.0,58.0,8.0,16.0,457806.0,2013-02-21,2015-04-14,Sanai Pictures,https://www.netflix.com/watch/70270998,https://www.imdb.com/title/tt2625030,A conflicted undercover cop is ordered by his possibly corrupt boss to help influence the election of a new leader of Koreas largest crime syndicate.,20577.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd7wve42j644mEgo9cvKbW9_NFwGLpyFAvF9ptFY4vhxVmv3pUouClmoMNKYz1bzjuhHh7mNAKEcpZy1i3vEf3eXcA.jpg?r=27c,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxODg5ODMxOV5BMl5BanBnXkFtZTcwNzkwMzYyOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=rln9Hx_wPFw,YouTube,02-21-2013,2013,2015,2015
Nell,Drama,"Dramas,Tearjerkers",English,Movie,3.0,United Kingdom,1-2 hour,Michael Apted,"William Nicholson, Mark Handley","Natasha Richardson, Richard Libertini, Jodie Foster, Liam Neeson",PG-13,6.5,55.0,60.0,5.0,7.0,33683817.0,1994-12-23,2015-04-14,"Egg Pictures, Twentieth Century Fox, PolyGram Filmed Entertainment",https://www.netflix.com/watch/60010709,https://www.imdb.com/title/tt0110638,Two doctors are astonished to discover a backwoods North Carolina woman who has formed her own language after being cut off from civilization.,27410.0,http://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRRhtP3-eWPx7o6340lQsjHB9llD8HqtNXNQenYRfu8JXWOSRFTxZCZ7_5T5DVegFJim-XKgDYTdMB3MxVZA3HPwJg.jpg?r=8fd,https://images-na.ssl-images-amazon.com/images/M/MV5BNTM2MDQ0NTQ2OF5BMl5BanBnXkFtZTcwNjI2OTQyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=n1Zay9SOYxA,YouTube,12-23-1994,1994,2015,2015
Youre Next,"Action, Crime, Horror, Mystery, Thriller","Horror Films,Thrillers,Slasher and Serial Killer Films,Gory Horror Films",English,Movie,3.5,"Switzerland,Germany",1-2 hour,Adam Wingard,Simon Barrett,"AJ Bowen, Nicholas Tucci, Sharni Vinson, Wendy Glenn",R,6.6,79.0,66.0,11.0,20.0,18494006.0,2013-08-23,2015-04-14,"HanWay Films, Snoot Entertainment",https://www.netflix.com/watch/70211045,https://www.imdb.com/title/tt1853739,A shy girl goes to her new boyfriends family reunion and must join their bloody fight for survival when a gang of masked hooligans invades the party.,88407.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS-UZFNA1ay6IfESEM82cXFZGpdEoO0xwyobW4d3NUcJgXM3OGuX-XRdrofu0b0JOpJOOTs__o5ztxLnpDmOA0stWQ.jpg?r=8ea,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODAxMTE1NF5BMl5BanBnXkFtZTcwNTQ0MjY3OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=ufUQWpEkbf0,YouTube,08-23-2013,2013,2015,2015
Youre Not You,Drama,"Dramas,Dramas based on a book,Tearjerkers,Films Based on Books","English, American Sign Language",Movie,2.9,"Brazil,Argentina,Mexico,Colombia",1-2 hour,George C. Wolfe,"Shana Feste, Jordan Roberts, Michelle Wildgen","Hilary Swank, Josh Duhamel, Emmy Rossum, Stephanie Beatriz",R,7.3,48.0,56.0,No Awards,1.0,11486.0,2014-11-26,2015-04-14,"DPP, 2S Films, DiNovi Pictures",https://www.netflix.com/watch/80014853,https://www.imdb.com/title/tt1198156,An accomplished pianist diagnosed with ALS and the aimless young woman who is her caregiver form a bond that enriches each of their lives.,24216.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSjOyir0zyUux10wzCuakNaEoOeiE5mzmHVCIY825XMtuE2efPdgXV8RbpqM3G-UttD3oW3cfslxOPQGpjb9kq6dRQ.jpg?r=7c3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTczNDkyODA1N15BMl5BanBnXkFtZTgwNjIwOTI4MjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=SE0m-N-b1VA,YouTube,11-26-2014,2014,2015,2015
Metallica Through the Never,Music,"Music,Hard Rock & Heavy Metal,Rock & Pop,Music & Musicals,Music & Musicals,Music & Concert Documentaries,Music & Concert Documentaries,Concerts,Concerts",English,Movie,3.5,United States,1-2 hour,Nimród Antal,"Lars Ulrich, James Hetfield, Robert Trujillo, Kirk Hammett, Nimród Antal","Kirk Hammett, Lars Ulrich, James Hetfield, Dane DeHaan",R,7.2,79.0,61.0,1.0,3.0,3419967.0,2013-10-04,2015-04-14,Blackened,https://www.netflix.com/watch/70271452,https://www.imdb.com/title/tt2172935,"Veteran heavy metal band Metallica is captured live in this spectacular concert film, highlighted by a staged accident involving a crew member.",16670.0,https://occ-0-299-1001.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABeCbc-bFBvYO7b99eez7D7HqPgYSeyCPwu7jte89rbINjAbc2Qggu0srXyKX5nEDMR6QuXEhKlrPEX_mhFIrLo-NCQ.jpg?r=304,https://images-na.ssl-images-amazon.com/images/M/MV5BMjQwNjk5MTk4Ml5BMl5BanBnXkFtZTcwNTgwNDA5OQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=N4IhWJ8r7_4,YouTube,10-04-2013,2013,2015,2015
Steel Magnolias,"Comedy, Drama, Romance","Romantic Dramas,Dramas,Romantic Favourites,Modern Classic Movies,Romantic Comedies,Tearjerkers,Comedies,Golden Globe Award-winning Films,Romantic Films,Classic Dramas,Classic Films,Classic Comedies",English,Movie,3.3,"Japan,Russia,Switzerland,Belgium,Germany,Iceland,Israel,Italy,United Kingdom",1-2 hour,Herbert Ross,Robert Harling,"Sally Field, Daryl Hannah, Shirley MacLaine, Dolly Parton",PG,7.3,68.0,56.0,2.0,7.0,84614512.0,1989-11-22,2015-04-14,Rastar Films,https://www.netflix.com/watch/60001533,https://www.imdb.com/title/tt0098384,"In this bittersweet drama, five tight-knit women congregate at a beauty parlor in a small Louisiana town to laugh, cry and discuss their lives.",47932.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc6dQ4iuLsRp2O8fbxW5a7hQgv3PX8GgaT2FigCDZRyo5W3-3FCtUJettJKu2m6elOVx6CYtU_ffbAMBxR-RyuiCdg.jpg?r=f55,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMDE1MDY3N15BMl5BanBnXkFtZTgwOTAwNjYxMTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=v2IGgZgWj0k,YouTube,11-22-1989,1989,2015,2015
Marley,"Documentary, Biography, Music","World Music,Music & Concert Documentaries,Music,Reggae,Biographical Documentaries,Rockumentaries,Rock & Pop,Documentaries,Music & Musicals,Documentary Films","English, French, German",Movie,4.3,"Belgium,Netherlands",> 2 hrs,Kevin Macdonald,No Writer,"Bob Marley, Jimmy Cliff, Ziggy Marley, Cedella Marley",PG-13,8.0,95.0,82.0,1.0,8.0,1413480.0,2012-04-20,2015-04-14,"Shangri-La Entertainment, Cowboy Films, Tuff Gong Pictures",https://www.netflix.com/watch/70232197,https://www.imdb.com/title/tt1183919,"This documentary explores the music, life and legacy of reggae icon Bob Marley, from his birth in 1945 to his death from cancer at age 36.",13208.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRDbZ3xyFQFxoHwzGNCZs0IY1Uet0LXI-zhrH38RKhsnQzPVkvy9z8EXXgG0ydodogi3VFzFS9avQqpyDM_XJjrNVA.jpg?r=272,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NDUzMzQ2OF5BMl5BanBnXkFtZTcwNzY4NTE0Nw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=YvNlAZ3xqwI,YouTube,04-20-2012,2012,2015,2015
